미국 Redbook 월간 소비증가율???,기업 파산건수,US PPI - CPI Index,Korea Export Growth,China Credit Impulse,미국 산업생산 증가율,"미국 자동차 판매: HEAVY & MEDIUM TRUCKS (백만대, 좌)",미국 제조업 신규수주,미국 제조업 판매대비 재고율,BDI,JOLTS,미국 자동차 제외 소매판매 (YoY),미국 전산업 가동률,US 기업+가계대출 증가율,미국 소비자 신용 변화율(아웃스탠딩)
-0.268587037,-1.670591113,-0.532993805,0.475198528,-1.600858312,-0.816658305,0.386246368,-0.704673636,-0.814448646,1.579164935,-0.659870053,2.265416259,-0.530553324,0.337599299,1.324417665
-0.471113635,-1.05641212,0.11326987,0.328069144,-1.748516073,-1.647800925,-0.339428626,-0.47727967,-1.108484842,2.710115627,-0.105340798,1.30765593,-1.269700154,0.478127058,1.35007451
1.000736642,-0.678806594,1.010858307,0.818500422,-0.761540514,-0.074039752,0.386246368,1.004379885,-1.010472777,2.842404275,1.600303451,2.869088205,0.24174258,-0.664699547,1.349959128
1.919171215,0.113336618,1.800736132,2.563034539,-0.104852052,3.749708097,-0.520847375,0.298531448,-1.010472777,3.31289691,4.269621002,6.986153535,3.75922335,-2.342314137,0.927693191
2.133472616,0.83991316,1.154472457,2.864299467,0.464407473,3.506266916,0.386246368,0.470622161,-1.010472777,6.285970799,3.172011623,3.223959947,3.612411154,-2.802733445,0.521711471
2.708082964,1.162224406,1.369893682,2.457942122,0.586807986,1.939882749,-0.339428626,1.274796529,-0.912460711,1.82514719,2.582501353,1.975509234,2.168703984,-2.697227876,0.339842078
2.463167078,1.321203146,1.441700757,1.75031985,0.82772328,0.936610001,-0.158009878,0.467165707,-0.814448646,1.053582393,2.707955584,0.97600309,1.451187633,-2.567722013,0.24035486
2.797571461,1.413633851,1.764832595,2.107634067,1.169667568,0.764479873,-0.158009878,1.162177146,-0.912460711,1.691970999,2.972218336,1.495008415,1.239910994,-2.506922857,0.099731482
2.837605789,1.417738911,2.12386797,0.860537389,1.443611571,0.503825679,-0.520847375,1.27931025,-1.010472777,2.436712435,2.710527641,1.142911184,0.992181434,-2.345461683,0.029256668
2.651563913,1.45789387,2.159771507,1.37198715,1.509668991,0.6661198,0.386246368,1.195298102,-0.912460711,2.330137663,2.689439515,1.709742586,1.115229825,-2.081145376,-0.082777374
2.719857766,1.427850707,2.159771507,1.911461556,1.443611571,0.779233884,0.930502614,1.046772269,-0.912460711,1.56737899,2.523422976,1.948041358,1.183127494,-1.769572698,-0.219204609
2.79050658,1.439389276,1.728929057,0.958623644,1.18521049,0.407924607,1.47475886,1.53520979,-0.912460711,1.466318175,2.982973261,1.570050497,0.805729752,-1.383603917,-0.319674602
2.507911326,1.435345859,1.69302552,0.762451133,0.882123507,0.235794479,-0.520847375,0.808520973,-0.912460711,-0.079288334,2.359145326,1.277039044,0.599306181,-1.195232704,-0.409448494
2.371323621,1.450184305,1.908446745,1.154796155,1.119153071,1.303001274,0.023408871,0.899588353,-0.814448646,0.125888543,1.827752571,2.15808646,1.497204274,-1.24881652,-0.522995519
2.041629158,1.448006042,2.26748212,0.99365445,0.40417865,0.766938875,0.567665117,2.76609349,-0.618424515,0.122932719,1.511838478,0.425688158,0.955785175,-1.05609209,-0.705792563
2.241800796,1.306875302,2.482903345,0.580290944,0.29732106,0.806282904,0.749083865,1.849401399,-0.618424515,-0.28948364,0.677940505,0.600924621,0.924979788,-0.750863951,-0.872148133
1.985110108,1.071232669,2.770131645,1.175814639,-0.12622357,0.577595734,0.749083865,2.253521791,-0.618424515,-0.167797588,0.163072572,0.984830191,0.655726595,-0.482085506,-0.826389284
1.872072007,0.882156053,3.12916702,0.0478227,-0.386567516,0.462022648,0.749083865,3.035961167,-0.52041245,-0.394060547,-0.209487875,0.612306206,0.488925182,0.161769727,-0.841740753
2.15702222,0.700495176,2.26748212,0.279026016,-0.456510666,0.417760615,0.930502614,1.693921995,-0.716436581,-0.601892643,-0.424173218,1.189048615,0.385950827,0.479355132,-0.843823084
1.773163668,0.407841915,1.441700757,0.131896633,-0.485653645,0.442350633,0.567665117,2.489434898,-0.716436581,-0.947992928,-1.002126455,0.83175712,0.348828926,0.723083894,-0.812673934
1.589476753,0.022323629,1.046761845,-0.162362134,-0.736283266,0.786610889,1.47475886,2.486486746,-0.716436581,-0.989723362,-0.666488677,0.953868891,0.598558325,0.903744004,-0.83672297
1.09729002,-0.278086672,1.082665382,-0.729861184,-0.641082867,0.439891631,1.293340111,2.341722348,-0.618424515,-0.952092824,-1.049149853,0.582226502,0.246815014,1.034032057,-0.840546582
0.788790202,-0.18192562,1.046761845,-1.318378717,-0.479825049,0.132516402,1.293340111,1.666859998,-0.716436581,-0.836379387,-0.870501602,0.184953484,-0.062347814,1.084867187,-0.747855483
0.560359039,-0.526665147,0.68772647,-1.003101467,-0.186452393,-0.179776831,0.930502614,2.052742516,-0.912460711,-0.778089985,-0.904540176,0.364425984,-0.369662444,0.922080109,-0.655759496
0.218889775,-0.993938919,0.68772647,-1.472514262,-0.155366549,0.036615331,0.567665117,1.301289227,-0.814448646,-0.774120327,-1.056835179,0.349621112,-0.211734175,0.86176185,-0.6148863
0.105851674,-1.904509072,-0.066247818,-0.855972084,-0.567253987,-0.123219789,0.567665117,1.094186676,-0.912460711,-0.974703401,-1.356655962,0.313557631,-0.373748392,0.75377633,-0.546880993
-0.306266404,-2.341422913,-0.89202918,-1.290354073,-0.316624367,-0.305185924,0.749083865,2.843457048,-0.814448646,-0.702775931,-1.669375972,-0.164122652,-0.550126754,0.495193694,-0.442901504
-0.574731895,-1.535181864,-0.999739793,-1.325384878,-0.541996738,-0.263382893,0.930502614,2.843457048,-0.814448646,-0.582596786,-1.576882376,-0.232457312,-0.527266599,0.23900229,-0.354994079
