,S&P 500 Growth Total Return Index,S&P 500 High Beta Total Return Index,S&P 500 Quality U.S. Dollar Gross Total Return Index,S&P 500 QVML Multi-Factor Index (USD) TR,S&P 500 Value Total Return Index,S&P 500 Revenue-Weighted Index (TR),S&P 500 Minimum Volatility Total Return Index,S&P 500 Equal Weighted USD Total Return Index,S&P 500 Buyback Total Return Index,S&P 500 Low Volatility Total Return Index,S&P 500 Momentum U.S. Dollar Gross Total Return Index,S&P 500 Enhanced Value Total Return Index,S&P 500 Pure Growth Total Return Index,S&P 500 Dividend Aristocrats Total Return Index,S&P 500 Pure Value Total Return Index,S&P 500 Low Volatility High Dividend Index,S&P 500 High Dividend Total Return Index,S&P 100 Total Return 4 JAN 1988 Index,S&P 500 Total Return Index
2016-08-30,113.2538,#N/A N/A,111.675,#N/A N/A,126.7676,894.2042,#N/A N/A,432.8035,1958.7009,775.1777,59.8253,#N/A N/A,766.9519,100.7066,1249.8548,1067.6311,1116.8905,102.8408,241.4148
2016-08-31,113.2806,#N/A N/A,111.6917,#N/A N/A,126.9342,894.7119,#N/A N/A,433.1293,1961.2553,775.1037,59.8365,#N/A N/A,767.0477,100.6927,1250.1094,1067.8873,1117.5913,102.9142,241.5813
2016-09-01,113.2903,#N/A N/A,111.5897,#N/A N/A,126.8574,894.5771,#N/A N/A,432.9791,1959.8668,774.7063,59.8433,#N/A N/A,767.1264,100.691,1250.364,1067.9834,1117.7411,102.8926,241.5033
2016-09-02,113.405,#N/A N/A,111.7821,#N/A N/A,126.8048,894.6594,#N/A N/A,433.2355,1961.3863,774.7525,60.5729,#N/A N/A,769.129,100.6562,1250.6186,1067.3525,1117.4353,102.8682,241.5748
2016-09-03,113.4405,#N/A N/A,111.8037,#N/A N/A,126.8407,894.8613,#N/A N/A,433.352,1961.6388,774.8811,60.5929,#N/A N/A,769.3761,100.6794,1250.8732,1067.4915,1117.7129,102.9,241.6465
2016-09-04,113.4761,#N/A N/A,111.8254,#N/A N/A,126.8766,895.0632,#N/A N/A,433.4687,1961.8914,775.0096,60.6131,#N/A N/A,769.6232,100.7025,1251.1278,1067.6353,1117.9928,102.9318,241.7182
2016-09-05,113.5126,#N/A N/A,111.8478,#N/A N/A,126.8996,892.9214,#N/A N/A,432.8553,1962.1339,775.1555,60.6344,#N/A N/A,769.9158,100.7251,1251.3824,1067.7752,1118.2819,102.9549,241.7778
2016-09-06,113.4374,#N/A N/A,111.8697,#N/A N/A,126.4989,892.8563,#N/A N/A,433.1315,1961.4919,774.7832,60.3159,#N/A N/A,770.1578,100.7374,1256.351,1067.745,1117.796,102.9027,241.2258
2016-09-07,113.5973,#N/A N/A,111.9083,#N/A N/A,126.7157,893.9139,#N/A N/A,433.8087,1961.904,774.9756,60.3334,#N/A N/A,770.3745,100.7871,1256.6066,1067.7615,1117.4226,102.9463,241.5958
2016-09-08,114.0967,#N/A N/A,111.9457,#N/A N/A,126.8047,895.3022,#N/A N/A,434.5504,1962.8527,775.0526,60.352,#N/A N/A,770.9745,100.7949,1256.8621,1068.3231,1118.3216,102.7271,242.041
2016-09-09,114.1155,#N/A N/A,112.0076,#N/A N/A,127.2023,896.6793,#N/A N/A,435.3308,1966.7141,776.13,60.3746,#N/A N/A,771.046,100.883,1257.1177,1069.1388,1120.5416,102.8638,242.4108
2016-09-10,114.1497,#N/A N/A,111.9875,#N/A N/A,127.2399,897.0086,#N/A N/A,435.5112,1966.9688,776.2586,60.3939,#N/A N/A,771.2925,100.9063,1257.3732,1069.4182,1120.9104,102.8839,242.4829
2016-09-11,114.1855,#N/A N/A,112.009,#N/A N/A,127.3301,898.0351,#N/A N/A,435.6902,1967.1915,776.3934,60.4129,#N/A N/A,771.5378,100.9305,1257.6288,1070.8494,1121.8894,102.9548,242.6094
2016-09-12,114.2048,#N/A N/A,112.0403,#N/A N/A,127.2497,897.6035,#N/A N/A,435.7771,1966.9212,776.5072,60.4186,#N/A N/A,771.7565,100.9248,1257.8843,1070.5904,1121.6474,102.9305,242.5587
2016-09-13,114.2428,#N/A N/A,112.0469,#N/A N/A,127.1781,897.1705,#N/A N/A,435.8111,1966.4336,776.881,60.4483,#N/A N/A,771.8971,100.8665,1258.1399,1070.0904,1122.1857,102.8021,242.4421
2016-09-14,114.2578,#N/A N/A,111.9734,#N/A N/A,127.1367,897.0229,#N/A N/A,435.6374,1964.5656,776.4889,60.4736,#N/A N/A,771.8013,100.8468,1258.3954,1070.0292,1122.2162,102.7569,242.3479
2016-09-15,114.2911,#N/A N/A,112.0062,#N/A N/A,127.0893,897.2452,#N/A N/A,435.7467,1963.9383,776.5265,60.4919,#N/A N/A,772.4813,100.7988,1258.651,1070.5746,1123.1272,102.7121,242.3158
2016-09-16,114.3047,#N/A N/A,112.0195,#N/A N/A,126.8969,896.2263,#N/A N/A,443.2293,1962.7955,776.0139,61.7419,#N/A N/A,772.3987,100.7711,1258.9065,1070.7165,1122.4889,102.6351,242.1382
2016-09-17,114.3528,#N/A N/A,112.0361,#N/A N/A,126.9516,896.5071,#N/A N/A,443.3952,1963.6744,776.1291,61.7615,#N/A N/A,772.6418,100.794,1259.1621,1071.0031,1123.085,102.6864,242.2414
2016-09-18,114.3701,#N/A N/A,111.9784,#N/A N/A,126.9314,896.6864,#N/A N/A,443.7026,1964.967,776.2551,61.7248,#N/A N/A,772.8848,100.8242,1259.4177,1071.1743,1123.2868,102.6785,242.2456
2016-09-19,114.7944,#N/A N/A,112.0195,#N/A N/A,127.3455,897.7295,#N/A N/A,437.9732,1966.3972,776.362,61.7466,#N/A N/A,773.1866,100.8708,1259.6732,1072.3473,1124.3222,103.1701,243.0706
2016-09-20,114.8179,#N/A N/A,112.0383,#N/A N/A,127.4156,901.1726,#N/A N/A,438.1122,1967.5833,776.3046,68.8328,#N/A N/A,773.573,100.8781,1259.9288,1071.728,1124.6351,103.1928,243.116
2016-09-21,114.7996,#N/A N/A,112.0977,#N/A N/A,127.2507,900.8903,#N/A N/A,438.1002,1966.8471,776.3504,68.8294,#N/A N/A,773.4632,100.941,1260.1843,1072.0924,1124.1375,103.1193,242.9855
2016-09-22,114.8702,#N/A N/A,112.1581,#N/A N/A,127.1599,900.6768,#N/A N/A,438.0741,1967.1368,776.1382,68.86,#N/A N/A,773.8417,100.9463,1260.4399,1071.8071,1123.7576,103.0717,242.9608
2016-09-23,114.8423,#N/A N/A,112.1698,#N/A N/A,127.1506,900.6586,#N/A N/A,438.1413,1967.6711,775.7044,68.8814,#N/A N/A,774.2861,100.9512,1260.6954,1072.0612,1124.5403,103.0891,242.9269
2016-09-24,114.8781,#N/A N/A,112.1912,#N/A N/A,127.1859,900.8496,#N/A N/A,438.2555,1967.9336,775.835,68.897,#N/A N/A,774.5289,100.9741,1260.951,1072.2038,1124.8231,103.1205,242.9982
2016-09-25,114.9189,#N/A N/A,112.2161,#N/A N/A,127.2958,901.2132,#N/A N/A,438.3492,1968.0492,776.0301,68.9162,#N/A N/A,774.7527,101.0357,1261.2065,1072.3464,1125.1322,103.2074,243.1496
2016-09-26,114.9933,#N/A N/A,112.2141,#N/A N/A,127.1557,901.2377,#N/A N/A,438.305,1968.3995,775.9546,68.9371,#N/A N/A,774.9462,101.0367,1261.4621,1072.2541,1125.052,103.1659,243.1102
2016-09-27,115.0404,#N/A N/A,112.2716,#N/A N/A,127.2901,901.4711,#N/A N/A,438.5661,1969.6946,776.6079,68.9557,#N/A N/A,775.0085,101.0547,1261.7176,1072.4234,1126.4638,103.2098,243.2284
2016-09-28,115.0492,#N/A N/A,112.2819,#N/A N/A,127.2367,901.812,#N/A N/A,438.7248,1970.5797,777.0086,68.937,#N/A N/A,775.3842,101.0363,1261.9732,1072.6318,1126.8348,103.2329,243.274
2016-09-29,115.0799,#N/A N/A,112.2238,#N/A N/A,127.1306,901.8863,#N/A N/A,438.6127,1969.6728,777.2283,68.9647,#N/A N/A,775.5537,101.0479,1262.2288,1073.0964,1126.7137,103.2203,243.2287
2016-09-30,115.1259,#N/A N/A,112.2651,#N/A N/A,127.2709,902.5166,#N/A N/A,438.9164,1970.419,777.6814,68.9811,#N/A N/A,775.3021,101.1058,1262.4843,1073.7571,1127.9637,103.3166,243.433
2016-10-01,115.1612,#N/A N/A,112.2859,#N/A N/A,127.3052,902.7066,#N/A N/A,439.0256,1970.6776,777.8047,68.9963,#N/A N/A,775.5466,101.1271,1262.7399,1073.9004,1128.2422,103.3475,243.5029
2016-10-02,115.1958,#N/A N/A,112.3071,#N/A N/A,127.4033,902.9698,#N/A N/A,439.16,1970.9184,777.9281,69.0158,#N/A N/A,775.7751,101.1446,1262.9954,1074.3768,1128.7927,103.4227,243.6366
2016-10-03,115.2357,#N/A N/A,112.3436,#N/A N/A,127.4204,903.0058,#N/A N/A,438.9587,1971.718,777.947,69.0236,#N/A N/A,775.493,101.3008,1275.3381,1074.3081,1129.7425,103.4281,243.6904
2016-10-04,115.2711,#N/A N/A,112.4167,#N/A N/A,127.7774,904.0832,#N/A N/A,439.542,1974.893,778.6366,69.0448,#N/A N/A,775.4331,101.3187,1275.5961,1075.1133,1131.8942,103.5753,244.0125
2016-10-05,115.3301,#N/A N/A,112.441,#N/A N/A,128.0817,905.5727,#N/A N/A,440.1766,1976.1161,779.4327,69.0786,#N/A N/A,775.9497,101.2524,1275.8541,1075.3759,1132.9688,103.7447,244.3989
2016-10-06,115.3659,#N/A N/A,112.3956,#N/A N/A,128.1199,905.4408,#N/A N/A,440.1478,1974.6424,779.2458,69.058,#N/A N/A,776.0548,101.2016,1276.1121,1074.7629,1133.3309,103.7898,244.4591
2016-10-07,115.4548,#N/A N/A,112.4223,#N/A N/A,128.2688,906.0372,#N/A N/A,440.3996,1976.8319,780.247,69.0913,#N/A N/A,776.2655,101.1213,1276.3701,1075.0752,1133.2427,103.9027,244.6852
2016-10-08,115.4883,#N/A N/A,112.4346,#N/A N/A,128.3034,906.2233,#N/A N/A,440.4999,1976.9987,780.3823,69.1072,#N/A N/A,776.4678,101.1408,1276.6281,1075.2245,1133.536,103.9331,244.7535
2016-10-09,115.5216,#N/A N/A,112.4558,#N/A N/A,128.3343,906.385,#N/A N/A,440.5581,1977.3855,780.4659,69.1246,#N/A N/A,776.7001,101.1618,1276.8861,1075.368,1133.78,103.9601,244.818
2016-10-10,115.5082,#N/A N/A,112.4662,#N/A N/A,128.4152,906.3456,#N/A N/A,440.6704,1978.4749,780.4695,69.111,#N/A N/A,776.6198,101.097,1277.1441,1074.9263,1133.6,103.9924,244.8498
2016-10-11,115.5217,#N/A N/A,112.3735,#N/A N/A,128.3994,906.0493,#N/A N/A,440.7607,1977.6296,780.7262,69.1131,#N/A N/A,776.6603,101.0165,1277.4021,1075.1384,1134.5713,103.9796,244.8471
2016-10-12,115.5438,#N/A N/A,112.3306,#N/A N/A,128.3513,905.0195,#N/A N/A,440.6083,1976.3528,780.9916,69.1266,#N/A N/A,776.7707,101.0851,1277.6601,1073.1234,1133.0999,103.9545,244.7985
2016-10-13,115.5647,#N/A N/A,112.2658,#N/A N/A,128.0223,904.3373,#N/A N/A,440.2717,1973.4488,780.7613,69.1574,#N/A N/A,776.8431,101.014,1277.9181,1072.3185,1131.771,103.786,244.5227
2016-10-14,115.6091,#N/A N/A,112.262,#N/A N/A,128.215,904.9043,#N/A N/A,440.7217,1974.5729,781.3765,69.1723,#N/A N/A,777.3647,101.0755,1278.1761,1072.1501,1132.069,103.869,244.7308
2016-10-15,115.6452,#N/A N/A,112.2836,#N/A N/A,128.2511,905.0941,#N/A N/A,440.8379,1974.8272,781.5062,69.188,#N/A N/A,777.6126,101.0983,1278.4341,1072.2887,1132.3523,103.9011,244.8032
2016-10-16,115.6805,#N/A N/A,112.3019,#N/A N/A,128.3196,905.3492,#N/A N/A,440.9496,1975,781.696,69.2109,#N/A N/A,777.8139,101.1172,1278.6921,1072.4405,1132.6489,103.958,244.9073
2016-10-17,115.689,#N/A N/A,112.2468,#N/A N/A,128.0852,904.3232,#N/A N/A,440.7879,1974.7278,781.5749,69.2444,#N/A N/A,778.0716,100.944,1278.9501,1072.8966,1133.0603,103.8084,244.6907
2016-10-18,115.7281,#N/A N/A,112.2574,#N/A N/A,128.15,904.0271,#N/A N/A,440.7718,1972.5422,781.2274,69.2327,#N/A N/A,778.2886,100.9048,1279.2081,1073.3764,1132.7417,103.8633,244.744
2016-10-19,115.7839,#N/A N/A,112.2648,#N/A N/A,128.5774,905.0824,#N/A N/A,441.2803,1971.7276,781.8827,69.2541,#N/A N/A,778.7166,100.9939,1279.4661,1074.0006,1133.1561,104.1228,245.2087
2016-10-20,115.8395,#N/A N/A,112.4866,#N/A N/A,128.9048,905.923,#N/A N/A,441.5837,1974.4743,780.8113,69.2284,#N/A N/A,779.848,100.9686,1279.7241,1074.2909,1133.6231,104.3496,245.5892
2016-10-21,115.8224,#N/A N/A,112.4552,#N/A N/A,129.1327,905.9352,#N/A N/A,441.6516,1974.8863,780.3928,69.184,#N/A N/A,780.0037,101.0004,1279.9821,1075.7042,1134.2999,104.4314,245.6966
2016-10-22,115.8592,#N/A N/A,112.4797,#N/A N/A,129.1647,906.1095,#N/A N/A,441.7592,1975.1664,780.5084,69.1948,#N/A N/A,780.2458,101.0244,1280.2401,1075.832,1134.5722,104.4627,245.7661
2016-10-23,115.85,#N/A N/A,112.4731,#N/A N/A,129.1744,905.9498,#N/A N/A,441.8162,1975.2167,780.737,69.2028,#N/A N/A,780.4807,100.9547,1280.4981,1075.7742,1135.2156,104.4493,245.7668
2016-10-24,115.8829,#N/A N/A,112.4162,#N/A N/A,129.2378,905.8684,#N/A N/A,441.9735,1870.8744,780.8053,69.1026,#N/A N/A,780.8681,100.8927,1280.7561,1076.6721,1136.0108,104.411,245.7822
2016-10-25,115.8617,#N/A N/A,112.4428,#N/A N/A,129.2577,905.9901,#N/A N/A,442.2515,1872.0015,780.8615,69.208,#N/A N/A,780.3447,100.8806,1281.0141,1076.1095,1135.9425,104.3911,245.8368
2016-10-26,116.0745,#N/A N/A,112.4976,#N/A N/A,129.3952,906.8746,#N/A N/A,442.4002,1873.0915,781.8831,69.2968,#N/A N/A,780.2883,100.7991,1281.2721,1075.3106,1136.5118,104.622,246.2365
2016-10-27,116.1738,#N/A N/A,112.5305,#N/A N/A,129.5451,906.0088,#N/A N/A,442.8638,1871.3798,782.726,69.3231,#N/A N/A,780.9828,100.7419,1281.5301,1074.8145,1139.8883,104.7715,246.5071
2016-10-28,116.1611,#N/A N/A,112.4007,#N/A N/A,129.6005,905.802,#N/A N/A,442.5629,1870.4065,782.2549,69.329,#N/A N/A,781.1428,100.662,1281.7881,1074.7924,1140.5255,104.8529,246.5302
2016-10-29,116.195,#N/A N/A,112.4214,#N/A N/A,129.7244,906.1463,#N/A N/A,442.6786,1870.6882,782.353,69.3423,#N/A N/A,781.3829,100.7225,1282.0461,1074.9498,1140.8357,104.95,246.6887
2016-10-30,116.2251,#N/A N/A,112.4533,#N/A N/A,129.7477,906.259,#N/A N/A,442.6846,1870.9437,782.488,69.3589,#N/A N/A,781.5651,100.7329,1282.3041,1075.1432,1141.1929,104.9803,246.7427
2016-10-31,116.2293,#N/A N/A,112.5312,#N/A N/A,129.579,905.3297,#N/A N/A,442.4435,1867.1012,782.2656,69.343,#N/A N/A,781.497,100.5904,1282.5621,1073.4251,1142.5054,104.8485,246.6155
2016-11-01,116.2333,#N/A N/A,112.4628,#N/A N/A,129.6459,905.1367,#N/A N/A,442.512,1869.3499,782.4237,69.3473,#N/A N/A,781.5809,101.6632,1282.8201,1073.0725,1141.52,104.9189,246.7103
2016-11-02,116.1294,#N/A N/A,112.2056,#N/A N/A,129.5153,903.4916,#N/A N/A,442.0798,1865.5599,782.638,69.3946,#N/A N/A,781.8357,101.5504,1289.2108,1072.0644,1141.6536,104.8198,246.483
2016-11-03,116.044,#N/A N/A,112.1285,#N/A N/A,129.5961,904.1832,#N/A N/A,442.0961,1868.1741,782.3792,69.419,#N/A N/A,781.288,101.5691,1289.47,1072.4842,1141.1039,104.9028,246.5261
2016-11-04,116.0338,#N/A N/A,112.2064,#N/A N/A,129.5384,903.9673,775.7845,442.0919,1868.2289,782.0393,69.4122,#N/A N/A,780.93,101.5433,1289.7292,1072.0909,1140.6806,104.873,246.475
2016-11-05,116.0681,#N/A N/A,112.2272,#N/A N/A,129.5745,904.1387,775.9378,442.1821,1868.3916,782.1678,69.4282,#N/A N/A,781.1865,101.5673,1289.9885,1072.2455,1140.9936,104.9072,246.5455
2016-11-06,116.0937,#N/A N/A,112.2392,#N/A N/A,129.6012,904.28,775.9881,442.2733,1868.5793,782.2198,69.4434,#N/A N/A,781.4802,101.5715,1290.2477,1072.032,1141.0209,104.9299,246.5979
2016-11-07,116.1106,#N/A N/A,112.2803,#N/A N/A,129.7523,904.5096,775.736,442.2465,1866.6775,782.1978,69.4632,#N/A N/A,781.2336,101.5065,1290.5069,1071.9671,1140.6113,105.0202,246.7343
2016-11-08,116.0571,#N/A N/A,112.2743,#N/A N/A,129.6089,903.9015,775.2346,441.9411,1867.4741,782.1686,69.487,#N/A N/A,781.6567,101.5192,1290.7662,1069.2033,1139.1198,104.9564,246.5219
2016-11-09,116.1071,#N/A N/A,112.3989,#N/A N/A,130.4442,906.2293,777.3859,443.4761,1874.5655,783.3125,69.542,#N/A N/A,782.3426,101.5604,1291.0254,1070.7442,1144.4288,105.3832,247.4406
2016-11-10,116.2093,#N/A N/A,112.4884,#N/A N/A,131.4353,909.4573,776.7984,444.8417,1878.5995,785.514,69.6101,#N/A N/A,783.5039,101.6941,1291.2846,1071.3969,1146.7573,105.9686,248.6109
2016-11-11,116.3091,#N/A N/A,112.5032,#N/A N/A,131.7356,910.2545,775.5451,445.2825,1881.9721,785.8333,69.7216,#N/A N/A,786.2306,101.7263,1291.5439,1071.9288,1147.5828,106.1199,248.9491
2016-11-12,116.3462,#N/A N/A,112.5257,#N/A N/A,131.776,910.4603,775.7054,445.404,1882.3277,785.9601,69.7381,#N/A N/A,786.5029,101.7501,1291.8031,1072.0798,1147.9632,106.1549,249.0268
2016-11-13,116.386,#N/A N/A,112.543,#N/A N/A,131.8185,910.6792,775.8667,445.5294,1882.2684,786.0812,69.7577,#N/A N/A,786.9579,101.8178,1292.0623,1072.4547,1148.2772,106.187,249.1094
2016-11-14,116.4321,#N/A N/A,112.6739,#N/A N/A,132.48,912.6811,773.7791,446.3734,1886.6937,785.4555,69.7705,#N/A N/A,787.3267,101.8158,1292.3216,1071.384,1147.7645,106.683,249.9275
2016-11-15,116.4536,#N/A N/A,112.6427,#N/A N/A,132.246,912.3151,773.5911,446.3217,1885.4645,784.8408,69.809,#N/A N/A,787.262,101.7489,1292.5808,1071.4282,1147.592,106.5836,249.7599
2016-11-16,116.4278,#N/A N/A,112.5476,#N/A N/A,131.9741,911.3148,773.6898,445.8719,1884.2606,784.4571,69.8168,#N/A N/A,787.2084,101.7132,1292.84,1070.7064,1147.3375,106.3548,249.3612
2016-11-17,116.4414,#N/A N/A,112.5927,#N/A N/A,132.3014,912.711,773.5155,446.2922,1886.5921,785.0934,69.835,#N/A N/A,787.6642,101.8734,1293.0993,1070.7482,1148.0952,106.4466,249.5996
2016-11-18,116.4787,#N/A N/A,112.5608,#N/A N/A,132.3955,913.3413,772.7967,446.5731,1886.0552,785.2896,69.8523,#N/A N/A,788.3764,101.8444,1293.3585,1070.7334,1148.0244,106.4977,249.7476
2016-11-19,116.5151,#N/A N/A,112.582,#N/A N/A,132.4365,913.5463,772.9414,446.6929,1886.3511,785.4158,69.8689,#N/A N/A,788.6451,101.8675,1293.6177,1070.8813,1148.3868,106.5325,249.8252
2016-11-20,116.5514,#N/A N/A,112.6013,#N/A N/A,132.4739,913.7379,773.0784,446.7974,1886.6888,785.5355,69.8853,#N/A N/A,788.9075,101.8892,1293.877,1071.0094,1148.6317,106.566,249.8991
2016-11-21,116.6311,#N/A N/A,112.6034,#N/A N/A,132.4886,914.5148,773.4032,446.9439,1886.3837,777.006,69.9904,#N/A N/A,789.6336,102.0012,1294.1362,1072.6998,1149.6713,106.6271,250.012
2016-11-22,116.5706,#N/A N/A,112.4943,#N/A N/A,132.3734,913.2714,773.9529,446.6371,1879.8239,776.6736,69.9721,#N/A N/A,789.7793,102.0926,1294.3954,1073.0529,1149.6297,106.5898,249.9339
2016-11-23,116.5915,#N/A N/A,112.5551,#N/A N/A,132.5664,913.9998,773.8197,447.0778,1881.5827,777.1303,69.9755,#N/A N/A,789.5858,102.0593,1294.6547,1072.6699,1150.3474,106.6916,250.1782
2016-11-24,116.6234,#N/A N/A,112.5756,#N/A N/A,132.5485,913.916,773.7852,447.0487,1882.0183,777.3095,69.9918,#N/A N/A,789.97,102.0843,1294.9139,1072.8168,1150.6556,106.7148,250.1925
2016-11-25,116.6557,#N/A N/A,112.5764,#N/A N/A,132.5235,913.8751,773.8375,447.0146,1881.4708,776.9231,70.0097,#N/A N/A,790.2777,102.0978,1295.1731,1072.8298,1150.533,106.7343,250.2237
2016-11-26,116.6923,#N/A N/A,112.5975,#N/A N/A,132.5637,914.0777,773.9865,447.1326,1881.7789,777.0462,70.026,#N/A N/A,790.551,102.1227,1295.4324,1072.9782,1150.8715,106.7687,250.3005
2016-11-27,116.7289,#N/A N/A,112.6139,#N/A N/A,132.6236,914.3309,774.1351,447.2665,1882.087,777.1694,70.0422,#N/A N/A,790.8242,102.1476,1295.6916,1073.1265,1151.0343,106.8133,250.3968
2016-11-28,116.7552,#N/A N/A,112.6056,#N/A N/A,132.4068,913.6829,774.2958,447.0295,1882.86,776.7314,70.0556,#N/A N/A,791.1207,102.1746,1295.9508,1073.0175,1150.5786,106.7098,250.2265
2016-11-29,116.7595,#N/A N/A,112.6157,#N/A N/A,132.5715,913.7979,773.7701,447.0985,1881.8954,776.4332,70.0698,#N/A N/A,791.4063,102.1899,1296.2101,1073.7654,1151.0617,106.7733,250.3292
2016-11-30,116.8084,#N/A N/A,112.73,#N/A N/A,133.0222,915.861,773.687,447.8475,1884.7052,777.6607,70.0907,#N/A N/A,791.4962,102.1997,1296.4693,1074.9828,1152.2179,107.1224,250.9688
2016-12-01,116.8869,#N/A N/A,112.7798,#N/A N/A,133.658,917.7141,774.079,449.0461,1889.7329,778.8939,70.1261,#N/A N/A,791.9376,102.2462,1296.7285,1075.208,1153.7106,107.5093,251.7778
2016-12-02,116.8937,#N/A N/A,112.6882,#N/A N/A,133.1469,914.6977,773.8891,444.8944,1885.9166,778.3875,70.1116,#N/A N/A,792.9916,102.1405,1308.8034,1074.8012,1153.0437,107.3851,251.2375
2016-12-03,116.9343,#N/A N/A,112.7154,#N/A N/A,133.1848,914.8837,774.1046,445.0228,1886.2851,778.509,70.1279,#N/A N/A,793.2709,102.1648,1309.065,1074.9475,1153.3818,107.4193,251.3161
2016-12-04,116.8768,#N/A N/A,112.7245,#N/A N/A,133.2186,914.856,774.2491,445.0825,1886.5972,778.6382,70.1466,#N/A N/A,793.4844,102.2373,1309.3265,1075.3874,1153.2945,107.3859,251.2906
2016-12-05,116.9738,#N/A N/A,112.7573,#N/A N/A,133.484,915.8565,774.4489,445.6825,1886.9412,779.0066,70.1801,#N/A N/A,801.4574,102.3244,1309.5881,1075.6574,1153.6637,107.5399,251.6034
2016-12-06,117.0045,#N/A N/A,112.7979,#N/A N/A,133.7216,916.6264,774.61,446.0894,1888.2503,779.4666,70.2017,#N/A N/A,801.5038,102.3307,1309.8497,1075.7904,1154.2741,107.6712,251.8793
2016-12-07,117.0135,#N/A N/A,112.8269,#N/A N/A,133.8597,917.2683,774.4896,446.2295,1887.406,779.3195,70.182,#N/A N/A,802.31,102.2613,1310.1113,1075.3029,1154.3595,107.7479,252.0271
2016-12-08,117.108,#N/A N/A,112.8905,#N/A N/A,134.1744,918.6654,774.611,447.0605,1889.452,779.8625,70.2,#N/A N/A,802.9009,102.2654,1310.3729,1075.3341,1154.0905,107.8911,252.4252
2016-12-09,117.2316,#N/A N/A,113.0058,#N/A N/A,134.1529,918.6623,774.7051,447.5044,1890.9222,779.6099,70.207,#N/A N/A,806.3562,102.2288,1310.6345,1075.711,1154.7573,107.8148,252.515
2016-12-10,117.2696,#N/A N/A,113.0281,#N/A N/A,134.1936,918.8655,774.8517,447.6276,1891.231,779.7339,70.2237,#N/A N/A,806.6759,102.2532,1310.8961,1075.8548,1155.0907,107.8488,252.5938
2016-12-11,117.3031,#N/A N/A,113.035,#N/A N/A,134.2297,918.9907,775.0179,447.7488,1891.4967,779.8726,70.2395,#N/A N/A,806.9466,102.2546,1311.1577,1075.6826,1155.1909,107.8752,252.6635
2016-12-12,117.3347,#N/A N/A,113.0213,#N/A N/A,133.9433,918.2777,774.8282,447.8506,1892.4156,780.1442,70.2419,#N/A N/A,807.5722,102.2546,1311.4193,1075.142,1154.206,107.7129,252.488
2016-12-13,117.3553,#N/A N/A,112.9843,#N/A N/A,133.6863,917.8434,774.4772,447.6436,1891.5117,779.9923,70.2507,#N/A N/A,807.8421,102.2765,1311.6809,1074.3584,1152.7842,107.5381,252.2246
2016-12-14,117.4444,#N/A N/A,113.0871,#N/A N/A,134.0148,919.1545,774.623,448.4201,1893.7089,780.6289,70.2632,#N/A N/A,808.2135,102.2763,1311.9425,1074.4242,1153.7302,107.6155,252.5308
2016-12-15,117.4839,#N/A N/A,113.1329,#N/A N/A,134.3768,920.4492,774.2895,448.9951,1896.144,780.8192,70.2803,#N/A N/A,808.335,102.2649,1312.2041,1075.1377,1155.8887,107.8226,252.9317
2016-12-16,117.5242,#N/A N/A,110.8531,#N/A N/A,134.2319,919.8488,774.307,482.9836,1898.6306,780.5412,70.2865,#N/A N/A,808.7781,102.2972,1312.4657,1075.0371,1154.6,107.7932,252.8787
2016-12-17,117.56,#N/A N/A,110.8754,#N/A N/A,134.2723,920.0483,774.4489,483.1097,1898.948,780.6646,70.3028,#N/A N/A,809.0645,102.3215,1312.7273,1075.1788,1154.9309,107.8272,252.9549
2016-12-18,117.5878,#N/A N/A,110.9049,#N/A N/A,134.3116,920.2164,774.586,483.2251,1899.3002,780.755,70.3116,#N/A N/A,809.1585,102.3522,1312.9889,1075.2989,1155.2453,107.8555,253.0219
2016-12-19,119.048,#N/A N/A,110.8545,#N/A N/A,136.6719,924.3433,773.5751,448.8608,1898.1971,780.7204,70.3014,#N/A N/A,862.9241,102.3906,1025.1583,1075.3306,1155.6759,108.1386,253.5664
2016-12-20,119.0676,#N/A N/A,110.8719,#N/A N/A,137.0404,925.5286,773.5175,449.3927,1898.2372,780.9925,70.3013,#N/A N/A,863.0219,102.4095,1025.3625,1076.4538,1156.9057,108.2737,253.8894
2016-12-21,119.0798,#N/A N/A,110.8902,#N/A N/A,137.283,927.0164,773.3323,449.9603,1899.0728,781.4066,70.2973,#N/A N/A,862.7975,102.5003,1025.5667,1077.3889,1158.0772,108.3498,254.1332
2016-12-22,119.1159,#N/A N/A,110.9102,#N/A N/A,137.284,927.3863,773.1026,449.983,1899.5217,781.2636,70.3017,#N/A N/A,862.8757,102.5067,1025.7709,1077.7349,1158.6729,108.3914,254.19
2016-12-23,119.2043,#N/A N/A,111.0881,#N/A N/A,137.3568,927.572,773.1603,450.2164,1901.9166,781.2361,70.3166,#N/A N/A,863.0607,102.5179,1025.9752,1077.6377,1159.0642,108.4912,254.358
2016-12-24,119.24,#N/A N/A,111.1102,#N/A N/A,137.4006,927.7734,773.2983,450.3361,1902.2085,781.3585,70.3324,#N/A N/A,863.317,102.5423,1026.1794,1077.7817,1159.3878,108.5254,254.4363
2016-12-25,119.2757,#N/A N/A,111.1329,#N/A N/A,137.4446,927.9751,773.4363,450.4575,1902.5299,781.4809,70.3485,#N/A N/A,863.5768,102.568,1026.3836,1077.9257,1159.7217,108.5596,254.5148
