,S&P 500 Growth Total Return Index,S&P 500 High Beta Total Return Index,S&P 500 Quality U.S. Dollar Gross Total Return Index,S&P 500 QVML Multi-Factor Index (USD) TR,S&P 500 Value Total Return Index,S&P 500 Revenue-Weighted Index (TR),S&P 500 Minimum Volatility Total Return Index,S&P 500 Equal Weighted USD Total Return Index,S&P 500 Buyback Total Return Index,S&P 500 Low Volatility Total Return Index,S&P 500 Momentum U.S. Dollar Gross Total Return Index,S&P 500 Enhanced Value Total Return Index,S&P 500 Pure Growth Total Return Index,S&P 500 Dividend Aristocrats Total Return Index,S&P 500 Pure Value Total Return Index,S&P 500 Low Volatility High Dividend Index,S&P 500 High Dividend Total Return Index,S&P 100 Total Return 4 JAN 1988 Index
,SPTRSGX Index,SP5HBIT Index,SPXQUT Index,SPXQLMUT Index,SPTRSVX Index,REVWLT Index,SP5MVT Index,SPXEWTR Index,SPBUYUT Index,SP5LVIT Index,SP500MUT Index,SPXEVUT Index,SPTRXPG Index,SPDAUDT Index,SPTRXPV Index,SP5LVHDT Index,SPXHDUT Index,SPTR100 Index
2006-07-25,1201.45,7200.65,567.972,415.9,2419.349,4447.905,5737.3,2347.75,6782.91,6113.47,445.115,599.59,3402.03,723.84,4191.23,7024.55,8848.135,890.27
2006-07-26,1200.31,7206.22,568.082,416.09,2419.825,4447.915,5743.66,2345.29,6770.18,6106.54,445.051,600.106,3390.18,721.7,4193.83,7043.27,8881.748,890.55
2006-07-27,1195,7131.47,564.723,414.77,2411.406,4426.557,5713.7,2328.91,6719.68,6077.18,442.249,593.507,3366.84,719.23,4157.64,6996.18,8819.516,889.12
2006-07-28,1209.12,7278.24,571.346,418.26,2441.704,4472.343,5777.37,2358.81,6803.61,6147.33,446.259,600.321,3413.03,729.65,4203.26,7079.97,8934.71,899.26
2006-07-29,1209.12,7278.24,571.346,418.26,2441.704,4472.343,5777.37,2358.81,6803.61,6147.33,446.259,600.321,3413.03,729.65,4203.26,7079.97,8934.71,899.26
2006-07-30,1209.12,7278.24,571.346,418.26,2441.704,4472.343,5777.37,2358.81,6803.61,6147.33,446.259,600.321,3413.03,729.65,4203.26,7079.97,8934.71,899.26
2006-07-31,1206.62,7306.06,569.782,418.47,2439.574,4467,5761.41,2357.41,6803.82,6129.64,449.529,599.426,3412.77,728.27,4200.87,7044.67,8887.292,897.05
2006-08-01,1200.71,7231.49,567.06,417.73,2429.545,4442.25,5747.55,2343.41,6745.45,6119.51,447.149,598.279,3395.98,724.53,4172.41,7041.28,8895.464,893.36
2006-08-02,1208.04,7299.47,570.322,419.7,2444.631,4471.445,5776.34,2359.52,6823.93,6141.79,451.465,599.926,3424.03,728.9,4197.46,7075.1,8920.722,898.46
2006-08-03,1209.17,7395.66,571.602,420.23,2450.379,4478.47,5793.7,2370.23,6878.69,6139.65,452.554,601.048,3439.87,733.05,4221.42,7097.97,8946.396,898.98
2006-08-04,1208.47,7361.28,570.783,419.81,2448.365,4480.761,5792.07,2367.89,6873.14,6151.46,449.845,601.142,3436.36,733.81,4215.37,7110.24,8977.977,898.22
2006-08-05,1208.47,7361.28,570.783,419.81,2448.365,4480.761,5792.07,2367.89,6873.14,6151.46,449.845,601.142,3436.36,733.81,4215.37,7110.24,8977.977,898.22
2006-08-06,1208.47,7361.28,570.783,419.81,2448.365,4480.761,5792.07,2367.89,6873.14,6151.46,449.845,601.142,3436.36,733.81,4215.37,7110.24,8977.977,898.22
2006-08-07,1206.08,7369.91,569.689,419.23,2439.723,4477.026,5777.89,2360.34,6835.73,6123.3,450.355,600.922,3423.91,731.48,4203.44,7076.41,8944.024,896.38
2006-08-08,1203.31,7294.12,568.562,418.97,2429.373,4464.808,5762.26,2349.41,6819.05,6124.79,447.269,598.627,3416.74,729.3,4190.3,7057.3,8925.145,893.89
2006-08-09,1201.54,7253.57,570.288,416.99,2413.335,4441.505,5740.89,2335.67,6775.74,6088.48,446.118,594.597,3389.71,723.72,4161.11,7024.68,8887.309,891.68
2006-08-10,1207.77,7295.19,572.107,418.35,2424.051,4464.83,5767.54,2350.57,6835.5,6125.78,446.112,595.329,3409.73,729.15,4176.62,7046.41,8909.538,895.87
2006-08-11,1203.23,7210.65,570.043,417.63,2414.528,4446.824,5744.03,2337.4,6787.52,6109.97,443.405,592.23,3389.85,726.87,4159.86,7016.65,8867.399,893.78
2006-08-12,1203.23,7210.65,570.043,417.63,2414.528,4446.824,5744.03,2337.4,6787.52,6109.97,443.405,592.23,3389.85,726.87,4159.86,7016.65,8867.399,893.78
2006-08-13,1203.23,7210.65,570.043,417.63,2414.528,4446.824,5744.03,2337.4,6787.52,6109.97,443.405,592.23,3389.85,726.87,4159.86,7016.65,8867.399,893.78
2006-08-14,1205.51,7197.56,571.317,417.24,2415.889,4454.429,5750.59,2341.56,6811.44,6122.91,440.667,591.702,3386.19,728.61,4171.32,7043.37,8895.141,895.54
2006-08-15,1221.21,7396,578.278,421.3,2451.011,4507.197,5809.9,2379.61,6928.65,6182.49,448.566,599.135,3443.88,737.74,4228.57,7117.52,8987.666,905.94
2006-08-16,1231.44,7571.24,583.682,423.33,2469.264,4542.772,5831.19,2408.05,7030.72,6200.82,453.778,602.825,3485.72,743.54,4264.57,7137.58,9010.685,911.99
2006-08-17,1234.26,7588.22,581.936,423.06,2471.694,4547.049,5829.56,2413.08,7051.31,6200.92,452.541,603.329,3500.21,742.26,4264.93,7135.91,9001.227,913.38
2006-08-18,1240.06,7617.37,585.26,425.06,2478.517,4556.192,5834.83,2416.98,7051.26,6212.32,455.817,604.842,3506.1,742.78,4270.31,7157.97,9034.852,918.55
2006-08-19,1240.06,7617.37,585.26,425.06,2478.517,4556.192,5834.83,2416.98,7051.26,6212.32,455.817,604.842,3506.1,742.78,4270.31,7157.97,9034.852,918.55
2006-08-20,1240.06,7617.37,585.26,425.06,2478.517,4556.192,5834.83,2416.98,7051.26,6212.32,455.817,604.842,3506.1,742.78,4270.31,7157.97,9034.852,918.55
2006-08-21,1235.17,7537.02,584.755,424.64,2470.074,4534.702,5821.35,2403.3,7000.88,6207.68,454.684,602.066,3480.91,739.51,4247.7,7146.45,9013.219,916.16
2006-08-22,1236.4,7558.93,586.021,424.91,2472.561,4539.902,5837.83,2405.78,6999.89,6205.28,456.45,603.385,3486.99,739.5,4255.86,7164.93,9048.607,916.65
2006-08-23,1230.65,7472.13,583.596,423.38,2462.279,4516.746,5801.64,2391.66,6969.1,6179.1,452.209,599.882,3465.8,736.34,4229.94,7123.52,9007.785,913.94
2006-08-24,1235.22,7483.86,584.754,424.8,2464.999,4524.125,5829.38,2394.04,6958.19,6195.05,453.123,603.572,3472.4,736.77,4227.84,7144.53,9038.265,915.92
2006-08-25,1235.14,7503.66,585.135,424.32,2461.996,4520.695,5809.6,2392.11,6949.32,6184.72,454.642,602.122,3469.18,734.98,4225.72,7128.51,9017.787,915.58
2006-08-26,1235.14,7503.66,585.135,424.32,2461.996,4520.695,5809.6,2392.11,6949.32,6184.72,454.642,602.122,3469.18,734.98,4225.72,7128.51,9017.787,915.58
2006-08-27,1235.14,7503.66,585.135,424.32,2461.996,4520.695,5809.6,2392.11,6949.32,6184.72,454.642,602.122,3469.18,734.98,4225.72,7128.51,9017.787,915.58
2006-08-28,1241.98,7522.57,587.94,425.55,2473.831,4541.644,5833.69,2408.11,7003.77,6225.26,452.378,604.339,3493.48,740.09,4252.16,7179.13,9080.932,919.74
2006-08-29,1245.88,7567.27,589.728,425.54,2476.404,4549.458,5848.18,2418.06,7031.65,6245.19,452.416,604.095,3511.18,742.36,4264.15,7190.3,9096.227,921.32
2006-08-30,1247.69,7580.23,589.489,424.71,2474.983,4543.134,5845.93,2420.84,7044.11,6247.43,451.27,601.647,3520.94,742.69,4255.91,7191.96,9096.173,921.46
2006-08-31,1245.94,7578.49,588.716,424.41,2476.806,4545.375,5852.88,2424.48,7053.06,6263.66,451.553,602.219,3521.77,744.35,4273.36,7205.56,9116.646,920.24
2006-09-01,1252.91,7617.29,592.817,426.74,2490.362,4576.288,5888.55,2435.65,7083.64,6288.94,453.89,604.974,3540.6,748.7,4293.47,7228.51,9141.903,925.71
2006-09-02,1252.91,7617.29,592.817,426.74,2490.362,4576.288,5888.55,2435.65,7083.64,6288.94,453.89,604.974,3540.6,748.7,4293.47,7228.51,9141.903,925.71
2006-09-03,1252.91,7617.29,592.817,426.74,2490.362,4576.288,5888.55,2435.65,7083.64,6288.94,453.89,604.974,3540.6,748.7,4293.47,7228.51,9141.903,925.71
2006-09-04,1252.91,7617.29,592.817,426.74,2490.362,4576.288,5888.55,2435.65,7083.64,6288.94,453.89,604.974,3540.6,748.7,4293.47,7228.51,9141.903,925.71
2006-09-05,1254.39,7699.82,592.039,427.18,2496.138,4587.871,5910.13,2440.98,7120.75,6273.23,457.457,607.63,3551.17,748.84,4301.5,7216.7,9141.991,926.46
2006-09-06,1241.54,7487.85,584.314,423.29,2473.119,4548.523,5865.29,2414.28,7042.76,6252.31,447.189,601.013,3507.05,743.26,4268.43,7198.08,9123.315,919.13
2006-09-07,1236,7442.59,580.773,421.08,2460.615,4534.437,5832.52,2402.1,6997.79,6216.6,445.052,598.661,3490.36,739.81,4251.69,7151.56,9074.968,915.01
2006-09-08,1241,7448.42,582.678,421.3,2469.313,4554.924,5853.67,2416.22,7055.26,6248.33,444.266,599.857,3511.23,745.38,4276.26,7185.47,9124.556,917.97
2006-09-09,1241,7448.42,582.678,421.3,2469.313,4554.924,5853.67,2416.22,7055.26,6248.33,444.266,599.857,3511.23,745.38,4276.26,7185.47,9124.556,917.97
2006-09-10,1241,7448.42,582.678,421.3,2469.313,4554.924,5853.67,2416.22,7055.26,6248.33,444.266,599.857,3511.23,745.38,4276.26,7185.47,9124.556,917.97
2006-09-11,1243.98,7405.87,581.809,420.48,2466.06,4552.182,5852.49,2419.12,7090.23,6264.54,440.186,597.415,3522.41,746.38,4269.73,7196.79,9139.355,918.51
2006-09-12,1258.1,7592.66,587.79,421.73,2489.646,4603.212,5898.73,2452.61,7206.1,6291.74,443.923,603.375,3583.32,753.02,4319.82,7248.84,9198.9,926.9
2006-09-13,1261.14,7676.61,589.37,423.56,2503.83,4626.512,5918.46,2464.84,7237.03,6302.45,449.047,607.628,3597.75,754.14,4342.82,7279.12,9237.151,930.13
2006-09-14,1259.6,7648.33,588.375,422.54,2500.369,4615.603,5907.2,2460.66,7241.89,6300.68,445.228,605.939,3589.33,754.91,4326.81,7284.11,9227.419,929.59
2006-09-15,1264.68,7666.5,590.026,423.37,2503.929,4601.902,5927.34,2468.14,7261.52,6322.76,445.994,606.828,3613.14,757.17,4320.58,7305.27,9227.382,931.47
2006-09-16,1264.68,7666.5,590.026,423.37,2503.929,4601.902,5927.34,2468.14,7261.52,6322.76,445.994,606.828,3613.14,757.17,4320.58,7305.27,9227.382,931.47
2006-09-17,1264.68,7666.5,590.026,423.37,2503.929,4601.902,5927.34,2468.14,7261.52,6322.76,445.994,606.828,3613.14,757.17,4320.58,7305.27,9227.382,931.47
2006-09-18,1265.53,7746.82,591.473,424.32,2507.277,4608.965,5917.52,2468.77,7265.85,6299.39,447.354,607.764,3609.71,755.3,4315.68,7272.47,9194.19,933.26
2006-09-19,1261.67,7658.17,589.97,422.99,2504.056,4598.602,5904.25,2461.35,7261.14,6302.18,446.462,604.96,3595.78,755.2,4307.44,7267.16,9196.766,932.22
2006-09-20,1268.69,7665.9,592.104,423.54,2516.355,4616.414,5911.84,2474.84,7329.86,6341.62,448.161,605.412,3616.71,759.35,4328.85,7303.69,9244.116,938.12
2006-09-21,1262.35,7611.63,589.966,422.43,2502.914,4582.984,5890.85,2459.35,7273.36,6320.85,446.236,602.21,3592.31,754.26,4293.17,7289.62,9206.539,933.75
2006-09-22,1257.5,7561.95,588.801,421.68,2500.118,4575.424,5875.05,2449.91,7248.05,6311.92,445.807,601.534,3573.34,752.24,4282.02,7301.89,9220.023,932.43
2006-09-23,1257.5,7561.95,588.801,421.68,2500.118,4575.424,5875.05,2449.91,7248.05,6311.92,445.807,601.534,3573.34,752.24,4282.02,7301.89,9220.023,932.43
2006-09-24,1257.5,7561.95,588.801,421.68,2500.118,4575.424,5875.05,2449.91,7248.05,6311.92,445.807,601.534,3573.34,752.24,4282.02,7301.89,9220.023,932.43
2006-09-25,1267.85,7671.12,592.352,423.15,2523.621,4613.043,5921.44,2475.2,7346.23,6375.91,448.105,607.317,3609.84,758.24,4325.9,7351.71,9293.809,940.35
2006-09-26,1277.07,7741.12,597.839,426.3,2543.301,4660.137,5962.68,2490.5,7368.22,6404.25,451.352,612.656,3628.89,763.03,4359.2,7381.35,9327.549,948.41
2006-09-27,1278.83,7730.48,599.942,427.36,2541.738,4663.098,5972.76,2491.6,7357.35,6407.89,452.175,613.08,3625.68,763.54,4365.15,7395.64,9345.601,949.36
2006-09-28,1281.04,7734.73,600.793,427.76,2547.161,4678.416,5983.75,2495.87,7387.85,6418.75,452.535,614.924,3629.88,764.5,4371.77,7399.93,9346.823,951.2
2006-09-29,1276.96,7700.02,598.838,426.69,2542.745,4667.092,5963.41,2486.92,7351.33,6391.86,452.743,613.655,3618.7,760.55,4350.95,7370.38,9300.911,948.88
2006-09-30,1276.96,7700.02,598.838,426.69,2542.745,4667.092,5963.41,2486.92,7351.33,6391.86,452.743,613.655,3618.7,760.55,4350.95,7370.38,9300.911,948.88
2006-10-01,1276.96,7700.02,598.838,426.69,2542.745,4667.092,5963.41,2486.92,7351.33,6391.86,452.743,613.655,3618.7,760.55,4350.95,7370.38,9300.911,948.88
2006-10-02,1270.84,7663.04,597.472,425.98,2537.726,4657.189,5945.32,2479.45,7338.14,6386.79,450.952,611.406,3598.85,758.42,4352.87,7370.72,9307.299,947.69
2006-10-03,1272.41,7583.85,595.159,425.12,2545.191,4660.184,5926.49,2480.3,7352.97,6409.05,451.051,610.628,3594.12,762.18,4364.46,7392.14,9354.72,951.06
2006-10-04,1290.47,7719.23,603.254,429.69,2571.805,4714.846,5987.34,2512.37,7460.65,6461.32,455.913,617.289,3662.23,770.13,4408.37,7452.65,9430.56,961.94
2006-10-05,1294.03,7800.37,605.919,431.55,2577.602,4720.5,6013.76,2523.65,7485.76,6463.57,457.81,618.453,3681.3,771.47,4408.38,7454.98,9431.317,962.68
2006-10-06,1291,7768.83,605.827,430.3,2569.808,4691.605,6001.87,2514.83,7455.22,6450.39,456.022,615.739,3666.3,768.8,4381.08,7438.83,9405.794,961.08
2006-10-07,1291,7768.83,605.827,430.3,2569.808,4691.605,6001.87,2514.83,7455.22,6450.39,456.022,615.739,3666.3,768.8,4381.08,7438.83,9405.794,961.08
2006-10-08,1291,7768.83,605.827,430.3,2569.808,4691.605,6001.87,2514.83,7455.22,6450.39,456.022,615.739,3666.3,768.8,4381.08,7438.83,9405.794,961.08
2006-10-09,1290.78,7816.17,606.158,430.2,2574.3,4697.954,5997.45,2520.97,7479.77,6454.91,457.422,617.132,3680.17,771.84,4396.87,7458.93,9421.627,960.91
2006-10-10,1292.86,7870.88,607.069,431.26,2580.789,4711.739,6012.91,2527.68,7494.51,6460.83,458.92,620.428,3682.74,774.34,4418.22,7456.76,9439.936,962.87
2006-10-11,1288.67,7826.65,605.236,430.32,2576.415,4703.809,6011.46,2522.43,7488.15,6462.71,457.424,619.138,3665.99,774.76,4425.67,7468.71,9453.288,960.53
2006-10-12,1300.78,7978.6,611.402,432.85,2601.401,4752.866,6055.1,2549.09,7567.88,6485.13,462.302,626.051,3706.06,779.53,4469.58,7508.4,9505.107,968.72
2006-10-13,1301.66,8022.67,613.625,434.46,2610.204,4762.471,6064.88,2553.76,7582.96,6483.19,464.728,627.987,3701.83,780.41,4486.32,7524.48,9524.947,970.47
2006-10-14,1301.66,8022.67,613.625,434.46,2610.204,4762.471,6064.88,2553.76,7582.96,6483.19,464.728,627.987,3701.83,780.41,4486.32,7524.48,9524.947,970.47
2006-10-15,1301.66,8022.67,613.625,434.46,2610.204,4762.471,6064.88,2553.76,7582.96,6483.19,464.728,627.987,3701.83,780.41,4486.32,7524.48,9524.947,970.47
2006-10-16,1305.83,8115.17,618.045,436.77,2615.083,4778.444,6087.97,2567.76,7618.03,6490.89,465.934,629.783,3717.08,783.34,4504.42,7542.75,9526.911,971.96
2006-10-17,1300.99,8006.04,616.104,436.06,2605.639,4759.11,6079.61,2554.56,7583.88,6494.33,464.387,628.053,3695.96,781.24,4488.09,7539.33,9534.856,969.22
2006-10-18,1304.49,7938.67,618.038,437.54,2606.494,4766.307,6107.16,2554.54,7581.42,6525.87,464.025,629.823,3695.14,783.8,4493.05,7575.9,9581.378,971.66
2006-10-19,1305.82,7979.85,618.476,439.23,2607.873,4773.919,6117.56,2555.07,7560.76,6508.01,466.614,629.823,3694.84,783.19,4492.58,7581.8,9575.999,971.68
2006-10-20,1309.28,7895.18,620.563,440.02,2607.373,4776.294,6120.32,2550.43,7535.52,6525.28,465.8,629.519,3690.38,784.48,4489.54,7612.85,9601.306,974.36
2006-10-21,1309.28,7895.18,620.563,440.02,2607.373,4776.294,6120.32,2550.43,7535.52,6525.28,465.8,629.519,3690.38,784.48,4489.54,7612.85,9601.306,974.36
2006-10-22,1309.28,7895.18,620.563,440.02,2607.373,4776.294,6120.32,2550.43,7535.52,6525.28,465.8,629.519,3690.38,784.48,4489.54,7612.85,9601.306,974.36
2006-10-23,1317.35,7927.62,623.915,442.69,2623.481,4815.488,6155.88,2565.74,7587.8,6565.66,468.676,631.966,3712.38,791.55,4519.63,7647.97,9645.059,980.38
2006-10-24,1315.92,7994.32,624.364,443.22,2627.592,4833.262,6153.1,2569.72,7598.77,6557.22,470.28,635.021,3727.88,790.37,4536.09,7644.31,9650.852,980.21
2006-10-25,1321.36,8093.65,626.428,444.75,2635.338,4833.882,6162.25,2577.95,7611.74,6565.4,471.952,637.69,3734.12,787.79,4541.39,7669.26,9700.619,984.36
2006-10-26,1327.7,8162.01,627.504,445.34,2648.882,4856.499,6179.6,2593.81,7652.25,6590.55,473.701,639.81,3759.3,792.17,4562.22,7685.82,9714.246,988.77
2006-10-27,1316.13,8034.76,623.285,442.57,2627.885,4817.754,6139.1,2572.14,7562.99,6554.07,469.286,633.315,3721.51,785.95,4524.33,7649.92,9674.289,981.36
2006-10-28,1316.13,8034.76,623.285,442.57,2627.885,4817.754,6139.1,2572.14,7562.99,6554.07,469.286,633.315,3721.51,785.95,4524.33,7649.92,9674.289,981.36
2006-10-29,1316.13,8034.76,623.285,442.57,2627.885,4817.754,6139.1,2572.14,7562.99,6554.07,469.286,633.315,3721.51,785.95,4524.33,7649.92,9674.289,981.36
2006-10-30,1317.04,8079.32,623.861,441.96,2628.515,4815.861,6150.2,2579.5,7596.57,6568.13,468.96,632.982,3728.76,786.97,4535.63,7650.18,9693.501,980.93
2006-10-31,1317.57,8091.68,626.03,442.31,2627.544,4816.912,6162.44,2578.68,7588.53,6570.93,469.656,632.101,3733.66,785.73,4519.92,7643.15,9689.357,981.36
2006-11-01,1307.95,7956.74,622.578,440.06,2608.745,4782.053,6124.31,2557.82,7517.77,6552.98,464.375,627.877,3689.74,781.04,4499.51,7624.01,9674.292,975.96
2006-11-02,1308.54,7958.64,623.017,440.08,2607.23,4779.557,6115.33,2557.25,7531.62,6548.54,464.444,628.097,3690.1,779.98,4492.09,7600.19,9631.393,976.08
2006-11-03,1305.98,7998.67,622.604,440.31,2601.078,4761.886,6102.37,2549.5,7500.7,6524.09,463.733,627.018,3678.73,775.9,4466.67,7567.66,9572.963,974.26
2006-11-04,1305.98,7998.67,622.604,440.31,2601.078,4761.886,6102.37,2549.5,7500.7,6524.09,463.733,627.018,3678.73,775.9,4466.67,7567.66,9572.963,974.26
2006-11-05,1305.98,7998.67,622.604,440.31,2601.078,4761.886,6102.37,2549.5,7500.7,6524.09,463.733,627.018,3678.73,775.9,4466.67,7567.66,9572.963,974.26
2006-11-06,1321.21,8125.13,629.812,444.47,2629.968,4818.487,6159.58,2579.71,7594.74,6575.63,469.591,633.859,3728.23,782.23,4514.56,7619.5,9655.87,985.35
2006-11-07,1324.31,8133.91,631.505,445.22,2635.597,4826.157,6177.28,2585.32,7604.59,6592.25,469.062,633.636,3732.76,784.92,4519.44,7617.18,9646.945,987.63
2006-11-08,1325.51,8162.79,632.549,447.09,2645.402,4840.693,6190.34,2593.34,7619.06,6602.91,470.686,636.602,3734.59,785.81,4537.06,7635.81,9685.93,989.83
2006-11-09,1317.74,8132.44,632.117,445.86,2633.761,4823.871,6172.22,2581.58,7582.06,6572.98,467.31,635.511,3712.93,780.51,4520.71,7592.66,9676.168,986.05
2006-11-10,1319.45,8163.98,631.952,445.6,2640.097,4834.274,6188.93,2591.46,7629.93,6584.69,467.781,637.611,3726.44,781.91,4543.38,7607.47,9706.358,986.98
2006-11-11,1319.45,8163.98,631.952,445.6,2640.097,4834.274,6188.93,2591.46,7629.93,6584.69,467.781,637.611,3726.44,781.91,4543.38,7607.47,9706.358,986.98
2006-11-12,1319.45,8163.98,631.952,445.6,2640.097,4834.274,6188.93,2591.46,7629.93,6584.69,467.781,637.611,3726.44,781.91,4543.38,7607.47,9706.358,986.98
2006-11-13,1322.77,8226.81,632.923,445.7,2648.155,4852.519,6192.98,2600.47,7665.14,6591,468.423,639.524,3740.53,782.01,4554.91,7620.33,9729.525,989.34
2006-11-14,1333.22,8352.36,636.569,447.4,2661.619,4887.286,6230.57,2618.74,7725.48,6610.69,471.032,643.38,3777.91,787.68,4592.42,7642.46,9766.812,995.39
2006-11-15,1338.84,8415.56,639.418,448,2664.553,4905.399,6241.14,2628.63,7757.56,6613.16,471.441,645.271,3804.97,789.94,4596.37,7636.58,9760.384,996.7
2006-11-16,1341.56,8388.33,639.755,448.05,2671.451,4907.936,6267.68,2636.17,7787.95,6655.2,472.547,644,3814.08,793.73,4610.48,7688.88,9815.965,999.54
2006-11-17,1344,8412.75,640.983,449.7,2672.162,4903.106,6277.97,2633.99,7760.6,6648.34,473.277,643.9,3811.21,792.15,4602.23,7700.46,9806.476,1001.9
2006-11-18,1344,8412.75,640.983,449.7,2672.162,4903.106,6277.97,2633.99,7760.6,6648.34,473.277,643.9,3811.21,792.15,4602.23,7700.46,9806.476,1001.9
2006-11-19,1344,8412.75,640.983,449.7,2672.162,4903.106,6277.97,2633.99,7760.6,6648.34,473.277,643.9,3811.21,792.15,4602.23,7700.46,9806.476,1001.9
2006-11-20,1342.16,8436.14,641.19,449.41,2673.213,4886.379,6269.38,2633.41,7761.72,6643.83,474.336,642.317,3796.37,790.27,4602.2,7703.88,9817.176,1001.02
2006-11-21,1345.21,8501.73,641.684,450.28,2676.253,4889.543,6278.87,2641.95,7783.21,6641.46,475.466,643.557,3810.39,790.09,4612.2,7699.82,9818.208,1002.04
2006-11-22,1349.77,8575.03,644.975,450.19,2680.198,4892.364,6281.73,2653.19,7830.56,6653.72,476.064,644.439,3831.48,791.45,4618.8,7703.53,9832.391,1003.43
2006-11-23,1349.77,8575.03,644.975,450.19,2680.198,4892.364,6281.73,2653.19,7830.56,6653.72,476.064,644.439,3831.48,791.45,4618.8,7703.53,9832.391,1003.43
2006-11-24,1343.78,8547.48,642.755,448.5,2673.004,4875.314,6263.09,2646.36,7806.75,6639.18,475.371,642.261,3816.07,788.13,4613.93,7699.99,9826.495,999.05
2006-11-25,1343.78,8547.48,642.755,448.5,2673.004,4875.314,6263.09,2646.36,7806.75,6639.18,475.371,642.261,3816.07,788.13,4613.93,7699.99,9826.495,999.05
2006-11-26,1343.78,8547.48,642.755,448.5,2673.004,4875.314,6263.09,2646.36,7806.75,6639.18,475.371,642.261,3816.07,788.13,4613.93,7699.99,9826.495,999.05
2006-11-27,1325.2,8360.94,634.473,444.26,2637.285,4806.572,6189.54,2604.7,7666.77,6571.3,468.031,634.364,3751.35,779.14,4549.72,7611.76,9705.516,986.6
2006-11-28,1331.49,8369.27,637.952,446.08,2644.288,4824.667,6214.52,2610.01,7691.34,6585.33,470.029,637.529,3763.69,780.1,4557.32,7638.69,9733.468,990.67
2006-11-29,1343.24,8476.27,644.875,450.79,2671.908,4873.996,6274,2637.39,7761.19,6636.93,475.926,644.846,3798.17,787.47,4614.99,7711.63,9837.256,999.21
2006-11-30,1344.07,8535.08,644.711,451.26,2674.698,4880.07,6283.4,2643.79,7770.34,6637.35,475.723,647.947,3810.42,787.12,4627.79,7722.32,9849.582,998.47
2006-12-01,1340.62,8471.34,642.756,450.62,2666.607,4872.189,6271.33,2633.97,7744.29,6634.02,474.283,647.567,3794,785.42,4612.44,7712.91,9841.838,996.46
2006-12-02,1340.62,8471.34,642.756,450.62,2666.607,4872.189,6271.33,2633.97,7744.29,6634.02,474.283,647.567,3794,785.42,4612.44,7712.91,9841.838,996.46
2006-12-03,1340.62,8471.34,642.756,450.62,2666.607,4872.189,6271.33,2633.97,7744.29,6634.02,474.283,647.567,3794,785.42,4612.44,7712.91,9841.838,996.46
2006-12-04,1349.93,8567.29,649.272,455.31,2695.534,4917.624,6331.15,2665.56,7846.83,6700.58,479.257,653.333,3835.52,793.31,4668.88,7792.61,9922.495,1002.44
2006-12-05,1354.44,8631.2,651.261,458.12,2708.218,4939.247,6360.41,2676.75,7880.94,6724.65,481.419,657.486,3854.34,796.19,4682.68,7817.42,9943.227,1005.29
2006-12-06,1352.01,8659.65,650.107,457.47,2707.335,4928.104,6347.02,2675.75,7873.28,6716.98,481.279,658.244,3853.91,796.73,4676.13,7812.48,9919.053,1003.41
2006-12-07,1345.61,8579.47,647.73,456.72,2698.753,4907.23,6327.37,2664.1,7843.09,6699.71,479.229,656.062,3831.14,795.11,4657.67,7786.24,9885.323,1000.1
2006-12-08,1347.42,8580.23,648.444,457.39,2704.971,4916.942,6334.13,2666.96,7857.06,6706.86,479.847,656.338,3832.28,796,4665.18,7794.52,9894.947,1002.73
2006-12-09,1347.42,8580.23,648.444,457.39,2704.971,4916.942,6334.13,2666.96,7857.06,6706.86,479.847,656.338,3832.28,796,4665.18,7794.52,9894.947,1002.73
2006-12-10,1347.42,8580.23,648.444,457.39,2704.971,4916.942,6334.13,2666.96,7857.06,6706.86,479.847,656.338,3832.28,796,4665.18,7794.52,9894.947,1002.73
2006-12-11,1348.98,8558.59,648.169,458.15,2714.156,4930.666,6348.7,2669.22,7870.83,6726.93,480.888,659.592,3836.99,795.88,4679.15,7811.8,9936.274,1005.78
2006-12-12,1347.13,8459.46,646.559,458.03,2712.306,4921.429,6355.4,2663.9,7847.94,6750.03,479.388,659.631,3823.6,794.93,4675.46,7842.13,9959.982,1005.84
2006-12-13,1349.43,8445.3,647.877,458.57,2715.024,4925.488,6363.17,2665.63,7851.02,6755.07,479.513,660.705,3827.45,796.6,4677.54,7857.17,9973.126,1007.87
2006-12-14,1362.01,8562.76,653.817,462.38,2737.352,4974.497,6406.62,2688.02,7913.48,6789.84,482.003,666.939,3857.62,801.21,4716.87,7904.29,10041.873,1017.49
2006-12-15,1362.84,8553.01,653.463,462.4,2741.821,4968.192,6399.25,2685.43,7910.53,6798.81,482.579,667.358,3853.24,801.63,4713.49,7908.43,10065.644,1019.65
2006-12-16,1362.84,8553.01,653.463,462.4,2741.821,4968.192,6399.25,2685.43,7910.53,6798.81,482.579,667.358,3853.24,801.63,4713.49,7908.43,10065.644,1019.65
